e1,r,e2
10616,paper_in_domain,951
12265,author_in_affiliation,1151
9720,paper_cite_paper,13418
11747,paper_in_domain,2099
5044,author_in_affiliation,2533
11808,paper_cite_paper,8385
4017,author_in_affiliation,573
11016,author_write_paper,13777
5293,paper_in_domain,1713
6814,author_write_paper,7912
14673,paper_in_venue,4132
6545,author_in_affiliation,3216
6878,paper_in_domain,2672
13418,paper_in_domain,3787
12968,author_write_paper,12071
10950,author_in_affiliation,408
15393,author_write_paper,12142
12200,paper_in_domain,2687
9065,paper_in_venue,4097
1075,paper_in_domain,2671
13353,paper_in_domain,3071
9549,paper_in_domain,810
2730,author_write_paper,13963
15888,author_in_affiliation,4280
5094,paper_in_venue,4125
13283,paper_in_domain,99
9128,paper_cite_paper,9484
11570,paper_cite_paper,4627
5381,paper_cite_paper,10064
12995,paper_in_domain,2544
1129,paper_in_venue,4132
13579,author_in_affiliation,1778
14869,paper_in_domain,1847
12295,author_in_affiliation,1210
10250,paper_cite_paper,13386
11007,paper_cite_paper,4801
10171,author_in_affiliation,1452
8455,author_write_paper,9871
11027,author_write_paper,8844
10552,author_write_paper,2186
7998,paper_in_domain,2446
7485,paper_cite_paper,9005
8224,author_in_affiliation,2811
12694,paper_cite_paper,8313
5968,author_write_paper,4840
5441,author_write_paper,10547
5675,paper_cite_paper,9697
10791,author_write_paper,6517
14224,author_write_paper,13029
10704,author_write_paper,7300
11782,paper_cite_paper,9319
9012,paper_in_domain,2769
8865,author_in_affiliation,982
12254,paper_in_domain,1639
11612,paper_in_domain,869
14654,paper_in_domain,1639
5267,author_write_paper,4354
8193,paper_in_domain,951
4355,paper_in_domain,2087
13777,paper_in_domain,1325
6520,author_in_affiliation,2811
4692,paper_in_domain,4
14390,paper_in_venue,4116
12312,paper_in_domain,2080
11832,paper_in_domain,1155
13626,author_in_affiliation,2534
8081,paper_in_domain,584
11542,author_write_paper,4924
6665,paper_in_venue,4119
9944,paper_in_domain,2415
3795,author_write_paper,4873
12256,paper_cite_paper,13087
11414,paper_in_domain,1775
8122,author_write_paper,9761
14353,paper_cite_paper,13280
9177,author_write_paper,9539
4871,paper_cite_paper,4757
8463,paper_in_domain,3769
5438,paper_in_domain,1755
10814,paper_in_domain,879
3430,author_in_affiliation,4216
12330,paper_in_domain,1718
303,author_in_affiliation,408
1134,author_write_paper,9931
6763,author_in_affiliation,3103
15881,author_write_paper,7726
7626,paper_cite_paper,4878
9990,author_write_paper,11692
10803,paper_cite_paper,7059
12180,author_write_paper,7518
8693,author_write_paper,11776
7998,paper_in_domain,1977
4571,paper_in_domain,221
5157,author_write_paper,4515
4991,paper_in_domain,1077
580,author_write_paper,12193
11680,paper_in_domain,104
7888,author_write_paper,5332
9238,paper_in_domain,387
7009,author_write_paper,14832
5831,paper_in_venue,4097
12510,author_write_paper,5219
7342,paper_in_domain,2339
11523,paper_cite_paper,4619
4746,paper_cite_paper,4367
5705,paper_cite_paper,9944
8111,author_write_paper,13125
9505,paper_in_domain,392
13878,paper_in_venue,4088
16043,author_write_paper,4551
11599,paper_in_domain,764
2784,author_write_paper,4817
11782,paper_in_domain,356
14655,paper_cite_paper,4412
12387,author_write_paper,13435
13531,author_in_affiliation,2357
8322,author_write_paper,8419
6094,paper_in_domain,2280
11213,paper_in_domain,2382
761,paper_in_domain,951
6174,author_in_affiliation,2378
8291,paper_cite_paper,9386
12087,author_write_paper,12455
12558,author_write_paper,13635
15429,author_write_paper,10218
7477,paper_in_venue,4114
10100,author_in_affiliation,2534
7125,author_in_affiliation,4225
8076,paper_in_venue,4088
14441,paper_in_domain,3736
6580,author_in_affiliation,2163
5871,paper_cite_paper,11665
1145,author_write_paper,6226
7016,paper_in_domain,824
14208,paper_cite_paper,8467
12969,author_write_paper,7397
4096,author_write_paper,10077
14314,paper_in_venue,4109
13146,author_write_paper,5406
11467,paper_in_venue,4110
11278,paper_in_venue,4109
8845,paper_in_domain,322
11031,paper_cite_paper,12310
11241,paper_cite_paper,11576
12513,paper_in_domain,2094
14221,paper_in_domain,2080
9550,paper_in_domain,76
10720,paper_cite_paper,10214
7298,paper_in_domain,929
14084,author_write_paper,9483
15588,author_write_paper,12203
14755,author_write_paper,4902
4531,paper_in_domain,2364
13121,paper_cite_paper,14162
1858,paper_in_domain,203
11123,author_write_paper,12867
4329,author_write_paper,12287
3458,author_write_paper,4499
7655,author_write_paper,9939
6361,author_write_paper,7555
5714,author_write_paper,12413
9844,author_in_affiliation,3150
11992,author_write_paper,4678
4302,author_write_paper,11870
14829,author_in_affiliation,2204
4672,author_write_paper,8942
4363,paper_in_domain,1374
13630,author_in_affiliation,3043
12528,paper_in_domain,1663
5330,paper_in_domain,2137
14214,paper_cite_paper,4448
10981,author_write_paper,4963
5293,paper_in_domain,1868
10185,paper_in_domain,1485
11962,author_write_paper,6455
8840,paper_in_domain,443
3424,author_write_paper,6152
4710,paper_in_domain,2364
10909,author_write_paper,10680
11753,paper_cite_paper,13340
7238,author_write_paper,10056
8412,paper_in_domain,2160
15460,author_in_affiliation,1151
13456,author_write_paper,8749
13241,paper_in_venue,4117
14123,paper_in_domain,790
838,author_in_affiliation,1474
10840,paper_in_domain,2970
3730,author_write_paper,590
12224,paper_in_domain,835
10398,paper_in_domain,1856
12241,author_write_paper,9827
7364,paper_cite_paper,7255
8732,author_in_affiliation,1523
1415,author_in_affiliation,2980
6022,author_in_affiliation,2980
9845,paper_cite_paper,1877
13662,paper_in_venue,4088
13354,author_write_paper,14147
7952,paper_in_domain,898
11706,paper_in_domain,823
9083,paper_cite_paper,12792
10451,paper_in_venue,4119
14320,author_write_paper,9808
3363,author_in_affiliation,4041
4652,paper_in_domain,1935
8871,author_write_paper,9516
11371,paper_cite_paper,4624
9775,paper_cite_paper,13836
9386,paper_cite_paper,14855
13167,paper_in_domain,1513
5064,paper_in_domain,656
15370,author_write_paper,11190
11794,author_write_paper,4574
6607,author_write_paper,12440
15629,author_in_affiliation,141
11711,paper_in_domain,1019
12820,author_write_paper,10066
12173,paper_in_venue,4119
7392,author_in_affiliation,1331
6856,paper_in_domain,1422
11363,author_write_paper,683
14374,paper_cite_paper,5072
10656,author_write_paper,14119
1621,author_write_paper,10628
5355,paper_in_domain,539
10213,author_write_paper,12308
16127,author_write_paper,10763
4737,paper_in_domain,1030
15181,author_write_paper,4476
1066,paper_in_domain,389
10528,paper_in_venue,4109
4509,author_write_paper,6657
11212,paper_cite_paper,8044
9668,paper_cite_paper,12802
12516,author_write_paper,5476
10000,paper_in_domain,2440
6557,author_in_affiliation,854
3227,author_write_paper,14533
12089,paper_cite_paper,8468
11895,paper_in_venue,4119
11592,paper_cite_paper,12028
13327,paper_in_domain,2733
14471,author_write_paper,8244
4357,paper_in_domain,897
13909,author_write_paper,4611
13181,paper_cite_paper,11255
16079,author_write_paper,10667
9377,paper_in_domain,1856
12067,paper_in_domain,2748
14055,paper_in_domain,1483
4968,author_write_paper,4635
6204,paper_in_domain,3018
4514,paper_cite_paper,13922
8358,paper_in_venue,4109
8814,paper_in_domain,994
9111,paper_in_domain,138
11937,author_write_paper,4448
4194,author_write_paper,10554
8576,author_write_paper,12906
14165,paper_in_domain,211
9477,paper_cite_paper,9328
8095,author_write_paper,5604
7713,paper_cite_paper,7960
12546,paper_in_domain,656
7502,paper_in_domain,1218
10717,author_in_affiliation,4264
5338,paper_in_domain,499
12337,author_write_paper,14456
11816,author_write_paper,5511
7688,author_write_paper,14623
14321,paper_in_domain,508
10261,paper_in_domain,13
5600,author_write_paper,11572
6320,author_write_paper,14379
9552,author_write_paper,14306
5687,paper_cite_paper,9005
12138,paper_in_domain,2500
13843,paper_in_domain,1639
12802,paper_in_domain,1078
15133,author_in_affiliation,1774
13145,paper_cite_paper,4487
8674,paper_cite_paper,13105
4231,author_in_affiliation,4225
5101,paper_in_domain,2747
14187,paper_in_domain,656
6432,paper_in_venue,4097
11563,paper_cite_paper,4938
7882,author_in_affiliation,329
7787,paper_in_domain,3782
10917,paper_in_venue,4109
10649,paper_in_domain,2926
10510,paper_cite_paper,9255
9973,paper_in_domain,2562
5040,paper_in_venue,4119
11578,paper_cite_paper,8346
5516,author_in_affiliation,637
2738,paper_in_domain,2574
13521,author_write_paper,5500
8970,author_in_affiliation,634
3380,author_in_affiliation,1151
7755,paper_in_domain,2979
2477,author_write_paper,14762
13144,paper_in_venue,4109
13029,paper_in_domain,1851
11777,paper_in_domain,1863
15662,author_write_paper,14448
11680,paper_in_venue,4123
13344,paper_in_domain,742
4531,paper_in_domain,1012
2217,paper_in_domain,1078
15936,author_in_affiliation,2397
8624,paper_cite_paper,8227
6041,author_write_paper,11876
7812,paper_in_domain,2425
12318,paper_in_domain,1370
12910,paper_in_domain,656
4950,paper_in_domain,2769
12035,author_write_paper,12343
5270,paper_in_domain,425
10804,author_in_affiliation,16238
4714,paper_in_domain,2379
11890,paper_in_domain,717
8767,author_in_affiliation,1474
14320,author_write_paper,11834
5294,paper_in_domain,508
4942,author_in_affiliation,1874
7362,paper_in_domain,1198
9544,paper_in_venue,4101
3642,author_in_affiliation,1452
7713,paper_in_domain,1930
16064,author_in_affiliation,854
10203,paper_in_domain,2343
10017,author_write_paper,576
6248,author_write_paper,7902
9011,paper_in_venue,4109
2368,author_write_paper,12432
12541,author_write_paper,9480
12272,paper_in_venue,4093
11780,author_in_affiliation,4265
6554,paper_in_domain,1158
12521,paper_in_domain,153
9441,author_in_affiliation,2292
7682,author_in_affiliation,2359
5097,paper_in_domain,2055
8302,author_in_affiliation,1151
5854,paper_cite_paper,5406
4979,paper_in_domain,643
11044,paper_in_domain,951
10213,author_write_paper,5800
7108,paper_in_domain,1030
3509,author_write_paper,11110
12893,paper_cite_paper,12468
14910,author_in_affiliation,4225
11016,author_write_paper,8167
2556,author_in_affiliation,2292
9285,author_in_affiliation,4225
5193,paper_in_domain,1639
8952,author_write_paper,14414
14587,paper_in_domain,2365
13121,paper_cite_paper,4716
13903,paper_in_domain,1158
12720,paper_in_venue,4093
7996,paper_cite_paper,14801
13673,author_in_affiliation,1169
2878,paper_in_venue,4114
11369,paper_cite_paper,9005
8419,paper_cite_paper,10203
1473,author_in_affiliation,2008
8284,paper_cite_paper,6396
13277,author_write_paper,10394
10980,author_write_paper,11127
11914,author_write_paper,14890
14677,paper_in_domain,508
4934,paper_in_domain,774
11525,paper_in_domain,1597
12995,paper_in_domain,16
3201,paper_in_domain,2769
10077,paper_in_venue,4123
12293,author_write_paper,12458
11863,paper_cite_paper,8618
6067,author_write_paper,13418
10700,paper_in_domain,824
11523,paper_cite_paper,11596
14374,paper_cite_paper,6228
5447,author_write_paper,11692
7196,author_write_paper,8674
8767,author_write_paper,10221
10771,paper_cite_paper,8023
3730,author_write_paper,14009
14891,author_in_affiliation,1153
1968,paper_in_domain,153
7112,author_write_paper,11842
13600,paper_cite_paper,8941
5214,paper_in_domain,697
5857,paper_in_venue,4108
8783,paper_cite_paper,11693
10224,author_write_paper,4444
11792,paper_cite_paper,4860
9792,paper_cite_paper,5026
3355,author_in_affiliation,4278
8064,paper_in_venue,4126
13413,author_write_paper,7399
14697,paper_cite_paper,5521
7981,paper_in_domain,1673
5988,paper_cite_paper,10390
14301,paper_cite_paper,431
10656,author_write_paper,5083
2628,paper_in_domain,2463
7966,paper_in_domain,2683
3803,author_write_paper,8271
5213,paper_in_domain,3785
13182,paper_in_venue,4088
9283,paper_in_domain,803
13604,paper_in_domain,2617
7359,author_in_affiliation,4221
3424,author_in_affiliation,743
9907,author_write_paper,9822
8322,author_write_paper,12031
3479,author_in_affiliation,687
12165,paper_in_domain,1286
7689,paper_in_domain,1856
4972,paper_in_domain,657
10149,paper_in_domain,1043
12928,author_write_paper,11190
5343,author_write_paper,11203
12448,paper_in_venue,4109
8768,author_write_paper,7713
10534,paper_in_domain,656
6509,author_in_affiliation,1474
9055,paper_in_domain,1930
13752,paper_in_domain,1856
11875,paper_in_domain,2722
4512,paper_in_domain,1856
586,author_in_affiliation,1395
7030,paper_cite_paper,8280
12293,author_write_paper,10141
13864,author_in_affiliation,1900
14399,author_in_affiliation,1232
6797,paper_in_domain,1851
6562,author_write_paper,2376
6848,paper_in_domain,1846
9418,paper_cite_paper,7450
7165,author_write_paper,14610
13581,author_write_paper,11777
11981,author_write_paper,13617
5510,paper_in_venue,4119
4372,paper_in_venue,4132
15942,author_in_affiliation,321
10382,author_in_affiliation,1452
11554,paper_in_domain,539
14111,paper_in_domain,1051
4495,paper_in_venue,4134
7912,paper_cite_paper,14390
7695,author_write_paper,13210
7788,author_write_paper,11031
9753,paper_in_domain,95
7543,paper_in_domain,1158
14410,author_write_paper,9273
12781,author_in_affiliation,4278
14902,author_write_paper,11884
3440,author_write_paper,12218
11672,paper_in_domain,1325
11853,paper_in_venue,4114
7631,paper_in_domain,762
8270,paper_in_domain,543
12950,paper_in_domain,2440
10348,paper_in_domain,2087
11838,paper_in_venue,4113
8290,author_write_paper,8179
14822,paper_in_domain,1664
7919,author_write_paper,14142
13329,paper_in_domain,2128
13674,paper_in_domain,1263
8798,paper_in_domain,508
16110,author_in_affiliation,706
14902,author_in_affiliation,1583
9970,paper_cite_paper,5700
12963,paper_in_domain,655
10938,paper_in_domain,425
5804,paper_cite_paper,8431
10110,author_write_paper,1228
14600,paper_in_domain,1663
10168,paper_in_domain,1366
13015,author_in_affiliation,1523
4539,paper_in_venue,4119
14731,paper_cite_paper,12175
15187,author_in_affiliation,4026
11253,author_write_paper,11970
11531,paper_in_domain,2408
6375,paper_in_domain,1694
5475,paper_in_domain,1067
11332,paper_in_domain,2087
12943,author_write_paper,7239
10595,paper_cite_paper,10510
13857,paper_in_venue,4088
12632,author_write_paper,10444
4373,paper_in_venue,4119
4399,paper_in_domain,599
14487,paper_cite_paper,11615
12195,paper_cite_paper,13615
8011,author_write_paper,14376
13230,paper_in_domain,1227
9734,author_in_affiliation,1504
14674,author_in_affiliation,3043
6943,paper_in_domain,539
6906,paper_in_domain,2045
8058,paper_in_domain,985
9177,author_write_paper,13636
7298,paper_cite_paper,4835
5014,author_write_paper,12668
7570,paper_in_domain,2250
4791,paper_in_domain,810
9115,paper_in_domain,1930
8610,paper_in_domain,2611
15428,author_in_affiliation,2019
4750,paper_in_venue,4119
12595,author_in_affiliation,1151
12983,paper_in_domain,1930
12537,paper_cite_paper,4883
10317,paper_in_venue,4114
8381,paper_cite_paper,4389
6787,paper_in_domain,1561
8261,paper_cite_paper,11711
12807,author_write_paper,9199
9256,paper_cite_paper,4839
6949,author_write_paper,5250
10283,paper_in_venue,4093
10297,paper_cite_paper,8240
10466,paper_in_domain,3028
13561,paper_in_domain,1289
11800,paper_cite_paper,12700
5808,paper_in_domain,824
10949,author_in_affiliation,4225
5239,paper_cite_paper,13835
12001,paper_cite_paper,4735
7909,paper_in_venue,4106
8350,paper_cite_paper,14498
8026,paper_in_domain,65
9533,paper_in_domain,1333
2383,author_write_paper,2792
14033,paper_cite_paper,7670
11825,author_in_affiliation,4225
5903,paper_in_venue,4114
6236,author_write_paper,6274
4934,paper_in_domain,2668
7868,paper_in_domain,1849
2782,paper_in_domain,2795
5864,paper_in_domain,153
7262,paper_in_domain,13
8618,paper_cite_paper,12700
12557,author_in_affiliation,3204
4526,paper_in_domain,2752
7421,paper_in_domain,2668
10534,paper_in_venue,4101
13083,author_in_affiliation,2013
8508,paper_in_domain,1963
8938,paper_in_domain,1876
14440,paper_in_domain,1549
14857,paper_cite_paper,1481
8256,paper_in_domain,2379
8832,author_write_paper,12288
7627,paper_in_venue,4110
16142,author_write_paper,11489
7257,paper_in_domain,1092
10238,paper_cite_paper,11870
6319,author_write_paper,2686
12667,paper_in_domain,2650
8813,paper_in_domain,425
5705,paper_cite_paper,12240
7217,paper_in_domain,2045
4817,paper_cite_paper,11848
6512,author_in_affiliation,2292
10036,paper_in_venue,4109
1206,author_write_paper,8635
14369,paper_in_domain,1935
7305,author_write_paper,14872
4981,paper_in_venue,4134
7166,paper_cite_paper,9788
8151,paper_in_domain,133
4549,paper_cite_paper,11433
12698,paper_in_domain,2364
6825,author_write_paper,555
5546,paper_in_domain,2574
8472,author_in_affiliation,4260
6759,paper_in_domain,356
8719,paper_in_domain,203
12776,paper_cite_paper,11460
5793,author_write_paper,7369
10908,paper_in_domain,1286
9040,author_in_affiliation,564
8426,paper_in_venue,4119
8244,paper_in_domain,1478
9180,paper_in_domain,2574
11695,paper_in_domain,1856
10471,paper_cite_paper,7636
3810,author_in_affiliation,1417
14126,paper_in_domain,1158
8073,paper_in_venue,4119
11711,paper_in_domain,163
4397,paper_in_domain,2709
12130,paper_in_domain,2354
11279,paper_cite_paper,5071
174,author_write_paper,5473
6463,paper_cite_paper,11882
11343,author_in_affiliation,2461
14425,paper_in_domain,2072
13597,author_write_paper,10521
8914,author_write_paper,13401
12759,paper_in_domain,2026
8850,paper_in_domain,919
4202,author_in_affiliation,701
14001,paper_in_domain,2440
12294,paper_in_domain,2262
4288,author_in_affiliation,4225
8289,author_write_paper,9071
1624,paper_in_domain,195
14631,author_write_paper,11665
1878,author_in_affiliation,2534
14555,paper_cite_paper,7262
8956,paper_in_domain,3114
4783,paper_in_domain,903
11257,author_write_paper,7844
7100,paper_in_domain,2795
14487,paper_cite_paper,6301
5664,paper_cite_paper,5204
9957,paper_cite_paper,9319
9589,author_in_affiliation,2660
14887,paper_in_domain,1158
6134,author_write_paper,11587
9339,paper_in_domain,1655
11276,paper_in_domain,1963
590,paper_in_domain,539
3392,author_in_affiliation,91
11139,author_in_affiliation,22
14116,author_write_paper,12870
8624,paper_cite_paper,7771
15358,author_write_paper,14010
13549,paper_in_domain,2617
6196,paper_in_domain,967
6840,author_write_paper,10897
13215,paper_in_domain,1639
10719,paper_in_domain,1856
13536,paper_in_domain,407
6976,author_write_paper,14409
14540,author_write_paper,12945
10634,paper_cite_paper,7831
7791,paper_in_domain,3002
13850,author_write_paper,8387
7877,author_write_paper,6502
12262,paper_in_domain,3160
16002,paper_in_domain,417
15286,author_write_paper,9278
9224,paper_in_domain,824
6838,author_write_paper,11282
7280,paper_cite_paper,7005
13228,paper_cite_paper,13445
6270,author_write_paper,13064
4425,paper_in_venue,4132
11734,paper_in_domain,2435
10051,paper_in_domain,1009
13095,paper_in_domain,1511
4341,paper_in_domain,364
11862,author_write_paper,8905
5075,author_in_affiliation,4225
7839,paper_in_domain,199
12240,paper_cite_paper,4586
10163,author_write_paper,14179
6908,paper_cite_paper,13269
465,paper_in_domain,1478
4670,paper_in_domain,138
5954,author_write_paper,7685
5357,paper_in_domain,203
10310,author_in_affiliation,4278
7904,author_write_paper,5931
10048,paper_in_domain,500
10076,paper_in_domain,1935
2458,author_write_paper,12484
15938,author_write_paper,14033
7165,author_write_paper,5294
9954,paper_in_domain,401
5751,author_write_paper,7831
3342,author_write_paper,10106
11364,paper_in_venue,4088
5862,paper_in_venue,4108
7137,paper_in_domain,356
14552,author_write_paper,12343
736,paper_in_venue,4132
10964,paper_in_domain,317
7845,author_write_paper,6203
5171,author_write_paper,4413
13902,paper_cite_paper,8295
11224,paper_cite_paper,7571
10626,author_write_paper,8431
13836,paper_cite_paper,14333
6691,paper_in_domain,1493
4504,paper_cite_paper,4860
8417,paper_cite_paper,4750
7908,paper_in_domain,2369
3651,author_write_paper,4385
13234,paper_in_domain,2437
1838,author_in_affiliation,2811
5951,author_in_affiliation,965
6226,paper_in_domain,787
10466,paper_cite_paper,13405
3090,paper_cite_paper,4855
13772,paper_cite_paper,6422
14319,author_write_paper,5078
11155,paper_cite_paper,6386
5312,author_in_affiliation,22
9725,author_in_affiliation,4221
12400,author_write_paper,13877
12344,paper_cite_paper,12625
12764,paper_in_domain,387
5376,author_in_affiliation,143
16094,author_in_affiliation,1232
12146,paper_in_domain,1655
4052,author_write_paper,11342
12012,author_in_affiliation,2636
7700,author_write_paper,5013
7018,paper_in_domain,1431
11578,paper_in_venue,4116
6193,paper_in_domain,1962
14648,paper_in_domain,1837
10259,paper_in_domain,2653
11578,paper_cite_paper,13402
8311,paper_cite_paper,11804
4799,paper_in_domain,3765
8815,paper_in_domain,1207
4365,paper_in_venue,4119
4353,paper_in_domain,327
1503,author_write_paper,8570
8079,paper_in_domain,1421
7383,paper_cite_paper,5886
11392,paper_in_venue,4097
7325,author_write_paper,9840
9907,author_write_paper,14795
16106,author_in_affiliation,3031
9774,paper_in_venue,4132
3680,author_in_affiliation,2758
7776,paper_in_domain,695
5788,author_in_affiliation,1583
13609,paper_cite_paper,13262
8824,paper_in_domain,1005
1321,author_in_affiliation,262
13183,paper_in_venue,4109
14288,paper_in_domain,1764
16048,author_write_paper,10299
9729,paper_in_domain,1100
7685,paper_cite_paper,4389
4923,paper_cite_paper,4405
9294,paper_in_domain,500
7619,paper_in_domain,1946
3296,author_in_affiliation,982
6543,paper_cite_paper,6914
7347,paper_in_venue,4109
7289,paper_cite_paper,4591
9129,paper_in_domain,332
11538,paper_in_domain,3096
8833,author_write_paper,13050
12653,author_write_paper,7446
15174,author_write_paper,10138
14365,paper_in_domain,1885
5773,paper_in_venue,4108
7146,paper_in_domain,153
6352,paper_in_domain,3748
8006,paper_in_domain,1935
5692,author_in_affiliation,4225
10437,author_write_paper,9052
8198,author_in_affiliation,866
11288,paper_in_domain,2985
11752,paper_in_domain,904
3233,author_write_paper,11517
3122,author_in_affiliation,2013
5985,author_write_paper,8883
8113,paper_in_domain,3787
4335,paper_in_domain,490
11229,paper_in_domain,1158
6987,paper_in_domain,226
6951,author_in_affiliation,1151
14786,paper_in_domain,193
6267,author_write_paper,6906
8062,paper_cite_paper,7704
14364,paper_cite_paper,12028
6300,paper_cite_paper,6279
11057,paper_in_domain,2574
3325,author_in_affiliation,2811
14269,paper_in_venue,4088
6877,paper_in_domain,717
10715,paper_in_venue,4114
12001,paper_cite_paper,1236
12099,paper_in_venue,4088
13036,author_write_paper,5991
4652,paper_in_venue,4109
11021,paper_in_domain,1453
11628,author_write_paper,3371
13029,paper_in_domain,1816
2704,author_write_paper,10733
3934,author_write_paper,10985
4430,paper_in_venue,4119
8164,paper_in_venue,4109
4822,paper_cite_paper,4483
14862,paper_in_venue,4108
9572,author_write_paper,11681
11471,paper_in_domain,364
12641,author_in_affiliation,1232
5388,author_write_paper,4574
13708,paper_in_venue,4109
6919,paper_in_domain,1234
4757,paper_in_domain,145
7631,paper_in_domain,2110
1245,author_write_paper,11472
10218,paper_in_domain,235
10073,paper_cite_paper,5201
12942,author_write_paper,12546
13988,paper_cite_paper,14547
11657,paper_in_domain,2563
7656,author_write_paper,123
6876,author_write_paper,8769
12185,author_write_paper,4517
14272,author_write_paper,11650
13375,paper_cite_paper,6971
8189,author_write_paper,7906
10701,paper_in_domain,500
11439,author_write_paper,7401
5903,paper_in_domain,3002
12251,paper_in_domain,2360
1134,author_in_affiliation,982
7415,paper_in_venue,4119
10765,paper_in_domain,193
14023,paper_in_domain,803
12380,author_write_paper,10992
11521,paper_cite_paper,9995
7140,paper_in_domain,2315
1192,author_write_paper,13927
10595,paper_cite_paper,8385
10492,paper_in_domain,656
13999,paper_in_domain,1856
8667,paper_in_domain,1754
11220,paper_cite_paper,13819
12855,paper_in_domain,1930
14715,author_in_affiliation,907
8398,paper_in_domain,2379
7737,paper_in_venue,4108
10333,paper_in_domain,2719
5234,paper_in_domain,2364
1379,author_write_paper,14861
14830,paper_in_domain,208
3285,author_in_affiliation,2409
15056,author_write_paper,4949
9848,paper_in_domain,203
3986,author_in_affiliation,22
7657,paper_in_venue,4097
6287,paper_in_domain,1483
6150,author_write_paper,11614
10722,author_write_paper,14822
10988,paper_in_domain,1930
11019,paper_in_domain,2640
576,paper_cite_paper,4504
13701,paper_in_domain,1003
16078,author_write_paper,11174
7705,author_write_paper,8993
9760,author_write_paper,5964
12077,paper_in_domain,2435
7796,paper_in_domain,1317
4459,paper_in_domain,696
4390,paper_in_venue,4119
9822,paper_in_domain,1119
4829,paper_in_domain,795
12922,author_in_affiliation,2808
14128,author_write_paper,6226
12521,paper_in_domain,2328
1802,author_write_paper,6485
8435,paper_in_domain,2196
2999,author_write_paper,14047
10678,paper_in_domain,1722
13605,author_in_affiliation,1806
12089,paper_in_venue,4114
6388,paper_in_domain,1856
9031,paper_in_venue,4126
7626,paper_cite_paper,7831
11317,paper_in_domain,3076
11349,paper_in_domain,92
4994,author_write_paper,12290
13220,author_write_paper,4420
8395,paper_in_domain,3778
10190,paper_cite_paper,4826
10201,author_in_affiliation,1583
3927,author_in_affiliation,4266
11499,paper_cite_paper,4723
6290,author_write_paper,7454
6506,author_write_paper,13706
15021,author_in_affiliation,84
9726,paper_in_domain,389
14162,paper_in_domain,2748
14317,paper_in_venue,4106
4623,paper_in_domain,2113
4853,paper_in_domain,138
7318,paper_in_domain,2227
14240,author_write_paper,8570
4512,paper_cite_paper,4963
8947,paper_cite_paper,14479
13772,paper_in_domain,345
12998,paper_in_domain,1478
4089,author_write_paper,6135
6308,paper_in_domain,28
10497,author_write_paper,8257
6391,paper_in_domain,1478
5952,paper_in_domain,1133
10959,paper_in_domain,1738
9580,paper_cite_paper,7754
7952,paper_in_domain,2322
5861,paper_in_domain,1286
5478,paper_in_domain,790
7364,paper_cite_paper,4963
13644,paper_cite_paper,4878
13357,paper_in_domain,1963
14412,paper_in_domain,2126
6933,author_write_paper,14186
4904,paper_in_domain,332
5854,paper_in_domain,1951
9925,paper_cite_paper,10165
7459,paper_cite_paper,7402
11790,author_write_paper,14852
8503,paper_in_domain,1719
15218,author_write_paper,7711
11236,paper_in_domain,951
9939,paper_in_domain,2926
7993,author_in_affiliation,2069
10850,paper_in_domain,1086
9652,paper_in_domain,2322
13298,paper_in_domain,537
11930,paper_in_domain,1755
12274,paper_in_domain,1809
13624,paper_in_domain,213
1614,paper_in_domain,2379
14757,author_in_affiliation,83
11195,author_in_affiliation,321
8045,paper_in_domain,2206
6183,author_write_paper,12887
10926,paper_cite_paper,2257
6443,paper_cite_paper,13283
16128,author_in_affiliation,2662
5804,paper_in_domain,1930
4857,paper_in_domain,2159
11853,paper_in_domain,2874
4956,paper_in_domain,2970
11672,paper_cite_paper,12310
14293,paper_in_venue,4109
2263,paper_cite_paper,10493
9657,paper_in_domain,1646
13056,author_in_affiliation,503
11296,author_write_paper,12102
11891,paper_cite_paper,14318
6119,paper_in_domain,2087
11657,paper_in_venue,4088
8208,paper_cite_paper,13769
9055,paper_in_domain,790
5669,author_in_affiliation,890
11059,paper_in_domain,1951
13902,paper_cite_paper,10369
6319,author_in_affiliation,2487
13973,paper_in_domain,1930
7685,paper_cite_paper,12349
5192,paper_in_domain,2446
5859,paper_in_domain,2610
15249,author_write_paper,5331
212,author_write_paper,7265
5597,paper_cite_paper,12238
10670,paper_in_domain,1193
11238,author_write_paper,6979
14301,paper_in_domain,836
13023,author_write_paper,10610
5521,paper_cite_paper,4487
7781,author_in_affiliation,2267
8213,paper_cite_paper,8874
12999,paper_cite_paper,5574
4721,paper_in_domain,1478
6297,paper_cite_paper,9181
11165,paper_in_domain,730
9356,paper_cite_paper,7880
11693,paper_in_domain,27
10089,paper_in_domain,807
11298,paper_in_domain,1476
9714,author_in_affiliation,545
11512,author_in_affiliation,4278
5926,paper_in_domain,1863
8003,author_write_paper,13644
3983,author_write_paper,7603
13928,paper_in_venue,4109
12005,author_in_affiliation,4042
8137,paper_in_domain,407
14824,author_write_paper,5424
8409,paper_in_venue,4119
6228,paper_in_domain,2747
11875,paper_cite_paper,4729
6017,author_write_paper,9126
6976,author_in_affiliation,3043
11339,author_in_affiliation,2003
14110,author_write_paper,5064
11611,paper_cite_paper,8719
11122,paper_in_domain,657
7980,paper_in_domain,826
11252,author_in_affiliation,3031
8586,author_write_paper,6794
13502,author_write_paper,10545
14564,author_write_paper,8755
3824,author_write_paper,13437
